Time (s),I_mean (Jy),I_serror (Jy),Q_mean (Jy),Q_serror (Jy),U_mean (Jy),U_serror (Jy),V_mean (Jy),V_serror (Jy)
0.000000000000000,10.55018968259920,0.005584441669226594,0.5341047259944658,0.003631497329356866,-0.01993848605576278,0.001609736292019824,0.02843617578090351,0.001504832460044641
1.000099502487562,10.55328689569757,0.005689505443050371,0.5291189357912277,0.003572118446713026,-0.02219509530524675,0.001619362655498139,0.03048219048406332,0.001469688450823441
2.000199004975124,10.55140286161189,0.005576518555101093,0.5292636031526232,0.003673499451186905,-0.02179576313933814,0.001572194750946883,0.03101959375525641,0.001525604070345950
3.000298507462686,10.54743696425458,0.005557234534968598,0.5247344191771267,0.003527289045641692,-0.01935493830308904,0.001575672906995478,0.02995339986297517,0.001512588669458875
4.000398009950248,10.54963495562637,0.005622734903419316,0.5305808446594399,0.003630628653087693,-0.01732124624459681,0.001597010886803653,0.02943458717926826,0.001490640660781591
5.000497512437811,10.54861067874091,0.005576297987797536,0.5264557391720301,0.003578072963545962,-0.01707952487916136,0.001507486522830712,0.02959852921159524,0.001505511437029044
6.000597014925372,10.54670807980505,0.005633774483478106,0.5326435327334411,0.003635320332950213,-0.01904547459714961,0.001585065588705886,0.02923184692495357,0.001486739438360674
7.000696517412934,10.54450920155228,0.005636734557953937,0.5310883352474391,0.003560421857127184,-0.01983623643874459,0.001595237608577802,0.03108276783303973,0.001533505720994582
8.000796019900497,10.55524962454544,0.005638179198803005,0.5301093095235895,0.003603070668969510,-0.02070381889083382,0.001566352085066512,0.02745713958641310,0.001488612493347994
9.000895522388058,10.55413388165995,0.005605245313031959,0.5319620601457344,0.003584627152119618,-0.02126176520468579,0.001548430076333558,0.03283816421911346,0.001531162538046274
10.00099502487562,10.54890572124171,0.005618445249335758,0.5333310939417829,0.003636844071240447,-0.02141503303067523,0.001549512186220422,0.03010881529055517,0.001470674359224185
11.00109452736318,10.55133303003643,0.005572623163313417,0.5279253623657733,0.003636468272388617,-0.02344817852046259,0.001548815581761418,0.03181758816258729,0.001486750806021339
12.00119402985074,10.54114823854153,0.005645542622732013,0.5300007847358077,0.003702292080009798,-0.02623363948126860,0.001533651944959942,0.03152214264982426,0.001448940926402860
13.00129353233831,10.54051279374531,0.005585660631443706,0.5286247391803653,0.003703811291446688,-0.02361326194409690,0.001590810785089733,0.03453040620008276,0.001492430425623376
14.00139303482587,10.54717494588848,0.005598322104625462,0.5262526012781439,0.003633140258765057,-0.02393024920575379,0.001557529343652669,0.03105169882119934,0.001489050976507812
15.00149253731343,10.54791159551316,0.005612053316573157,0.5221002288531820,0.003594024630184112,-0.01917782185477821,0.001538332650274185,0.03187804956781071,0.001472348726071189
16.00159203980099,10.54440585553880,0.005581142901509384,0.5293163686607956,0.003572018118425604,-0.02238241812120648,0.001581706481540588,0.02781875276935283,0.001515297118239228
17.00169154228855,10.54682282418215,0.005598295259682531,0.5287372642799973,0.003681775713802324,-0.01914075767245488,0.001606825202956490,0.03028048913115631,0.001523832650680183
18.00179104477612,10.55569368859253,0.005625593142750299,0.5216853709499840,0.003628706039555578,-0.02131167229160060,0.001562299813164994,0.03426370426157128,0.001476271999528840
19.00189054726368,10.55138056402808,0.005533195603342872,0.5319237332053152,0.003600747508462105,-0.01636190144852602,0.001595923403153086,0.02914163795034805,0.001475759468922164
20.00199004975124,10.54558900815343,0.005524531497365324,0.5299443714198251,0.003637877557437100,-0.01984883195505501,0.001590148863360518,0.03139829248638233,0.001468412392610196
21.00208955223880,10.54930888262972,0.005639228470209735,0.5314389851278758,0.003660471746231158,-0.01883232661430950,0.001555737990025503,0.02731013845007267,0.001485917847492460
22.00218905472637,10.54959490671913,0.005657647698029171,0.5307638966415087,0.003551477172842273,-0.01758725352003793,0.001554708142823915,0.02996255135526944,0.001520384099128830
23.00228855721393,10.54882328462737,0.005672995224130012,0.5308496052800442,0.003671673713447344,-0.01947849541920962,0.001598422904535951,0.02837902189977826,0.001487137611088852
24.00238805970149,10.55591789039443,0.005645013221669817,0.5395464559580073,0.003627179774703478,-0.02178043423010902,0.001567765768661461,0.03075739814656599,0.001509190272410809
25.00248756218905,10.54982785457551,0.005681022718858047,0.5389696297740606,0.003654689496087350,-0.02391782473655328,0.001617545796667835,0.03114971478316669,0.001500762379752806
26.00258706467661,10.55441218378541,0.005679877543782705,0.5365747098990700,0.003644520749128757,-0.02084749328232475,0.001552089062370670,0.02987988437809514,0.001460137414513125
27.00268656716418,10.54740807280388,0.005591097208088295,0.5353254064665930,0.003646690192188166,-0.02035143502445394,0.001608318749252180,0.02859363220856627,0.001501333770412432
28.00278606965174,10.55072710181015,0.005557435497664046,0.5347744492656462,0.003677158607410895,-0.02153989736761988,0.001599047736836473,0.02894303756825423,0.001502304313174664
29.00288557213930,10.55119930527458,0.005587716188543058,0.5260526679110333,0.003539829710767339,-0.02015374210120797,0.001607866000670357,0.03113610961354185,0.001493785207088419
30.00298507462686,10.55926312721497,0.005663319687485745,0.5219299795855737,0.003654347536172118,-0.02160462424207199,0.001601999998177471,0.02805973751790758,0.001491526045628384
31.00308457711443,10.54570263506649,0.005566113866922715,0.5235309638069370,0.003623157314254446,-0.01859476800541358,0.001605953921314420,0.02946541283897331,0.001513452900862657
32.00318407960199,10.54728998608440,0.005538877848430773,0.5244840610703310,0.003649500304050859,-0.02028028691865533,0.001571372873012690,0.02781839148958142,0.001502374449958857
33.00328358208955,10.54837633218827,0.005603531394925445,0.5196727420892808,0.003676315937345348,-0.01771941712917577,0.001596939398463678,0.03232602253135096,0.001484664849548115
34.00338308457711,10.55487656687492,0.005601515573537898,0.5257839531502443,0.003630674990619043,-0.01985964706979289,0.001604588498876626,0.03017153208032975,0.001479657735520591
35.00348258706467,10.55878715997752,0.005602185365098536,0.5257412487864495,0.003628857077382192,-0.02123121189328119,0.001547435813348800,0.02964153909303559,0.001498174993374995
36.00358208955223,10.55749927827290,0.005607776117811865,0.5232404602754831,0.003657681093813675,-0.01932910926245480,0.001561917507866572,0.02908871446099526,0.001487507013251414
37.00368159203980,10.55178163009747,0.005610607548867525,0.5276772212385699,0.003647977312794893,-0.02148925216143206,0.001595254551002935,0.03007834728935811,0.001485008638506400
38.00378109452736,10.56057057619095,0.005652665609316713,0.5270977192516123,0.003656107461822744,-0.02150873934778702,0.001543133618355647,0.02846983216799601,0.001522289067582126
39.00388059701492,10.56095360891575,0.005558937367033197,0.5263205258623916,0.003583125503052249,-0.02243823545528642,0.001587802946615205,0.02714156136861269,0.001488665889740522
40.00398009950248,10.55986531348293,0.005550957837853952,0.5225202464608147,0.003598764996416033,-0.02761160299916613,0.001564733319241785,0.02972811912130644,0.001469449417257339
